iso_o,TIME_PERIOD,export,import,net_imp,gdp_pct,co2,manufacturing,renewable,energy,trade_openness,fdi,urban,internet,population,country,continent,category,development,eci_sitc,eci_rank_sitc,importing,exporting
CHE,2001,42.131,106.742,64.611,74439.46,6.39,18.37,18.7,3658.07,96.04,18.7,73.38,55.1,182.93,Switzerland,Europe,Advanced Economies,1.0,2.452,2,9.0,63.0
CHL,2001,28.198,30.569,2.3709999999999987,8632.01,3.29,15.94,32.1,1574.84,62.14,32.1,86.36,19.1,21.09,Chile,America,Emerging and Developing Economies,0.0,-0.175,74,32.0,40.0
CHN,2001,803.223,366.486,-436.73699999999997,2405.89,3.02,16.59742857142857,28.4,921.51,38.08,28.4,37.09,2.64,135.47,China,Asia,Emerging and Developing Economies,0.0,0.745,30,70.0,2.0
CIV,2001,9.042,5.0649999999999995,-3.9770000000000003,1636.57,0.38,10.77,64.7,359.27,53.11,64.7,43.57,0.4,57.17,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-0.681,102,47.0,25.0
CMR,2001,6.773,4.447,-2.3259999999999996,1169.93,0.37,14.53,85.3,419.67,51.57,85.3,46.14,0.28,32.39,Cameroon,Africa,Emerging and Developing Economies,0.0,-1.297,135,43.0,29.0
COL,2001,30.032,27.853,-2.1789999999999985,4020.51,1.57,14.14,27.1,656.36,33.9,27.1,74.38,2.85,35.79,Colombia,America,Emerging and Developing Economies,0.0,0.223,48,42.0,30.0
CRI,2001,6.324999999999999,9.205,2.880000000000001,7854.23,1.38,17.43,32.1,721.22,80.85,32.1,60.41,9.56,78.51,Costa Rica,America,Emerging and Developing Economies,0.0,0.791,28,31.0,41.0
CYP,2001,5.4399999999999995,7.779,2.3390000000000004,23019.25,7.26,7.75,3.0,2202.32,131.85,3.0,68.77,18.82,104.34,Cyprus,Europe,Advanced Economies,1.0,0.777,29,33.0,39.0
CZE,2001,61.099000000000004,47.337,-13.762,12958.47,12.94,23.52,6.3,4141.0,98.54,6.3,73.88,14.7,132.22,Czech Republic,Europe,Advanced Economies,1.0,1.361,19,56.0,16.0
DEU,2001,377.498,614.691,237.19300000000004,35601.36,10.76,20.09,3.9,4210.0,59.56,3.9,75.17,31.65,236.03,Germany,Europe,Advanced Economies,1.0,2.339,4,3.0,69.0
DNK,2001,59.454,54.546,-4.908000000000001,49557.15,10.22,14.04,11.1,3586.45,83.92,11.1,85.15,42.96,133.97,Denmark,Europe,Advanced Economies,1.0,1.44,16,49.0,23.0
EGY,2001,30.664,37.573,6.908999999999999,2492.03,1.89,17.7,7.8,634.1,39.81,7.8,42.84,0.84,74.99,Egypt,Africa,Emerging and Developing Economies,0.0,-0.485,88,22.0,50.0
ESP,2001,153.88400000000001,222.926,69.04199999999997,24878.38,7.68,15.83,8.9,3048.84,58.01,8.9,76.34,18.15,81.94,Spain,Europe,Advanced Economies,1.0,0.978,24,8.0,64.0
EST,2001,8.621,8.041,-0.5800000000000001,10662.95,12.79,16.06,18.9,3589.38,126.55,18.9,69.24,31.53,32.75,Estonia,Europe,Advanced Economies,1.0,0.418,40,38.0,34.0
FIN,2001,50.204,54.909,4.704999999999998,38784.13,12.25,23.6,29.2,6405.85,70.28,29.2,82.37,43.11,17.03,Finland,Europe,Advanced Economies,1.0,1.686,11,25.0,47.0
FRA,2001,234.753,371.278,136.52500000000003,33640.67,6.61,13.93,9.4,4240.43,56.89,9.4,76.13,26.33,113.86,France,Europe,Advanced Economies,1.0,1.581,13,6.0,66.0
GBR,2001,224.059,406.698,182.63899999999998,39769.87,9.52,12.48,0.8,3785.66,52.82,0.8,78.75,33.48,244.37,United Kingdom,Europe,Advanced Economies,1.0,2.3,5,4.0,68.0
GRC,2001,40.288,56.157,15.869,18742.42,9.03,10.4,7.1,2583.56,56.86,7.1,72.91,10.94,84.27,Greece,Europe,Advanced Economies,1.0,0.413,41,18.0,54.0
HKG,2001,51.13,101.267,50.13699999999999,26885.46,6.23,4.06,0.1,2078.72,240.85,0.1,100.0,38.67,6394.57,Hong Kong SAR,Asia,Advanced Economies,1.0,0.861,27,11.0,61.0
HRV,2001,9.452,12.368,2.9160000000000004,9515.41,4.78,16.36,26.9,2033.21,79.44,26.9,53.64,11.56,76.9,Croatia,Europe,Advanced Economies,1.0,0.335,44,29.0,43.0
HUN,2001,47.351,49.107,1.7560000000000002,9365.95,5.99,19.16,5.1,2512.92,130.9,5.1,64.67,14.53,113.68,Hungary,Europe,Emerging and Developing Economies,0.0,1.09,22,35.0,37.0
IDN,2001,159.262,78.77799999999999,-80.48400000000001,1868.59,1.46,30.75,44.3,591.12,69.79,44.3,42.78,2.02,116.7,Indonesia,Asia,Emerging and Developing Economies,0.0,0.031,58,63.0,9.0
IND,2001,179.28300000000002,134.432,-44.85100000000003,778.51,0.94,15.31,47.1,393.38,25.99,47.1,27.92,0.66,362.54,India,Asia,Emerging and Developing Economies,0.0,0.255,46,60.0,12.0
IRL,2001,45.51,40.653,-4.856999999999999,44196.92,11.91,25.25,2.0,3714.02,174.84,2.0,59.4,23.14,56.12,Ireland,Europe,Advanced Economies,1.0,2.428,3,48.0,24.0
ISR,2001,22.969,52.852,29.882999999999996,28808.13,9.2,15.25,6.3,2973.02,62.14,6.3,91.27,17.38,297.55,Israel,Asia,Advanced Economies,1.0,1.869,9,13.0,59.0
ITA,2001,204.109,369.721,165.612,33243.6,7.97,17.2,5.4,3020.75,49.86,5.4,67.28,27.22,192.67,Italy,Europe,Advanced Economies,1.0,1.554,14,5.0,67.0
JOR,2001,5.58,9.455,3.875,3518.77,3.0,12.85,2.1,876.04,109.29,2.1,78.28,4.71,62.32,Jordan,Asia,Emerging and Developing Economies,0.0,0.861,26,28.0,44.0
JPN,2001,216.81,676.91,460.09999999999997,31476.05,9.71,21.12,3.5,3990.11,19.56,3.5,79.99,38.53,348.83,Japan,Asia,Advanced Economies,1.0,2.775,1,2.0,70.0
KAZ,2001,92.55499999999999,37.713,-54.84199999999999,4822.53,8.38,16.45,2.4,2217.58,92.85,2.4,56.17,1.01,5.77,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.125,69,61.0,11.0
KHM,2001,6.825,3.946,-2.879,632.83,0.17,17.25,80.5,276.16,111.77,80.5,18.7,0.08,71.71,Cambodia,Asia,Emerging and Developing Economies,0.0,-0.76,108,45.0,27.0
KOR,2001,211.43,266.849,55.41899999999998,17684.05,10.19,24.88,0.7,3923.08,62.22,0.7,79.94,56.6,489.66,Korea,Asia,Advanced Economies,1.0,1.353,20,10.0,62.0
LAO,2001,2.25,1.447,-0.8029999999999999,954.12,0.19,9.14,81.1,305.2,65.9,81.1,22.99,0.18,23.92,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.996,121,39.0,33.0
LTU,2001,8.773,13.664,4.891,6854.53,3.57,17.4,17.6,2388.28,93.49,17.6,66.92,7.18,55.37,Lithuania,Europe,Advanced Economies,1.0,-0.011,62,24.0,48.0
LVA,2001,4.633,9.229,4.595999999999999,6833.44,3.28,13.89,35.4,1759.37,88.18,35.4,67.95,7.22,37.56,Latvia,Europe,Advanced Economies,1.0,0.148,50,26.0,46.0
MAR,2001,13.84,19.86,6.02,2078.97,1.28,16.58,15.3,405.39,53.49,15.3,53.66,1.37,64.56,Morocco,Africa,Emerging and Developing Economies,0.0,-0.559,93,23.0,49.0
MEX,2001,122.779,198.337,75.55799999999999,9398.35,3.94,20.03,11.3,1563.13,44.74,11.3,75.04,7.04,51.49,Mexico,America,Emerging and Developing Economies,0.0,1.106,21,7.0,65.0
MMR,2001,15.517,4.2,-11.317,328.97,0.19,16.59742857142857,82.5,274.12,85.31917808219177,82.5,27.21,0.0,70.04,Myanmar,Asia,Emerging and Developing Economies,0.0,-1.19,131,53.0,19.0
MYS,2001,160.347,79.501,-80.846,6334.93,5.88,29.34,4.2,2135.79,203.36,4.2,62.92,26.7,71.61,Malaysia,Asia,Emerging and Developing Economies,0.0,1.048,23,64.0,8.0
NGA,2001,115.156,24.108999999999998,-91.04700000000001,1465.46,0.82,13.93,84.5,282.89,85.31917808219177,84.5,35.67,0.09,142.59,Nigeria,Africa,Emerging and Developing Economies,0.0,-1.852,143,65.0,7.0
NLD,2001,147.55,172.835,25.284999999999997,41297.32,11.31,12.52,1.8,4783.24,119.48,1.8,77.83,49.37,475.3,The Netherlands,Europe,Advanced Economies,1.0,1.386,18,14.0,58.0
NOR,2001,61.038000000000004,60.049,-0.9890000000000043,68899.53,9.37,9.03,59.6,5954.82,73.16,59.6,76.38,64.0,12.36,Norway,Europe,Advanced Economies,1.0,0.339,43,40.0,32.0
NZL,2001,39.223,20.648,-18.575,31718.76,8.97,15.19,24.6,4399.15,67.23,24.6,86.1,53.24,14.74,New Zealand,Pacific,Advanced Economies,1.0,0.091,55,57.0,15.0
PAK,2001,21.119,17.772,-3.3470000000000013,1057.87,0.72,9.51,51.5,407.95,23.58,51.5,33.18,1.32,206.61,Pakistan,Asia,Emerging and Developing Economies,0.0,-0.666,101,46.0,26.0
PER,2001,6.539,14.127,7.588000000000001,3261.66,1.0,15.58,41.2,483.1,35.06,41.2,73.45,7.58,21.07,Peru,America,Emerging and Developing Economies,0.0,-0.435,83,21.0,51.0
PHL,2001,36.323,40.625,4.302,1807.71,0.88,25.31,32.9,454.03,84.9,32.9,46.05,2.52,273.0,Philippines,Asia,Emerging and Developing Economies,0.0,0.541,37,27.0,45.0
POL,2001,101.904,82.346,-19.557999999999993,7494.96,8.1,14.4,7.3,2338.14,57.88,7.3,61.76,9.9,124.88,Poland,Europe,Emerging and Developing Economies,0.0,0.721,31,58.0,14.0
PRT,2001,26.211,51.317,25.106,19053.09,6.14,14.68,20.8,2391.32,65.09,20.8,55.04,18.09,113.25,Portugal,Europe,Advanced Economies,1.0,0.591,34,15.0,57.0
ROU,2001,25.984,18.261,-7.7230000000000025,4875.3,4.72,22.02,13.4,1666.72,51.93,13.4,52.85,4.54,96.35,Romania,Europe,Emerging and Developing Economies,0.0,0.334,45,51.0,21.0
RUS,2001,821.466,144.547,-676.919,5618.96,11.54,16.59742857142857,3.6,4287.91,61.11,3.6,73.35,2.94,8.91,Russia,Asia,Emerging and Developing Economies,0.0,0.501,38,71.0,1.0
SAU,2001,44.711,53.849000000000004,9.138000000000005,21193.09,16.18,9.6,0.0,6348.59,63.56,0.0,80.08,4.68,7.93,Saudi Arabia,Asia,Emerging and Developing Economies,0.0,-0.089,68,20.0,52.0
SEN,2001,1.9940000000000002,2.925,0.9309999999999996,1067.37,0.44,20.98,45.8,253.79,49.72,45.8,40.46,0.98,53.05,Senegal,Africa,Emerging and Developing Economies,0.0,-0.408,82,37.0,35.0
SGP,2001,91.916,89.992,-1.9239999999999924,33597.87,11.09,23.39,0.6,5146.02,349.29,0.6,100.0,41.67,6176.14,Singapore,Asia,Advanced Economies,1.0,1.899,8,41.0,31.0
SVK,2001,30.541,24.929999999999996,-5.611000000000004,9277.36,7.8,20.97,6.0,3456.89,121.93,6.0,56.16,12.53,111.83,Slovak Republic,Europe,Advanced Economies,1.0,0.903,25,50.0,22.0
SVN,2001,11.25,14.139,2.8889999999999993,16576.72,8.48,21.98,18.7,3484.36,105.58,18.7,50.78,30.18,98.91,Slovenia,Europe,Advanced Economies,1.0,1.453,15,30.0,42.0
SWE,2001,52.997,77.67099999999999,24.673999999999992,42013.7,6.53,18.97,37.4,5701.68,80.57,37.4,84.07,51.77,21.84,Sweden,Europe,Advanced Economies,1.0,2.016,6,16.0,56.0
THA,2001,116.458,104.194,-12.263999999999996,3599.03,2.88,27.83,19.9,1174.2,120.27,19.9,32.55,5.56,124.59,Thailand,Asia,Emerging and Developing Economies,0.0,0.646,32,54.0,18.0
TUN,2001,12.571,13.959999999999999,1.3889999999999993,2941.74,2.23,16.55,14.2,781.4,89.55,14.2,63.82,4.3,63.53,Tunisia,Africa,Emerging and Developing Economies,0.0,-0.043,65,36.0,36.0
TUR,2001,76.642,78.745,2.1030000000000086,5887.69,3.12,17.71,18.1,1060.57,49.87,18.1,65.34,5.19,86.07,Türkiye,Europe,Emerging and Developing Economies,0.0,0.144,51,34.0,38.0
UKR,2001,165.489,49.777,-115.712,1547.28,7.31,16.33,1.2,2730.98,99.93,1.2,67.18,1.24,84.76,Ukraine,Europe,Emerging and Developing Economies,0.0,0.361,42,68.0,4.0
USA,2001,797.04,1716.29,919.25,48597.42,20.63,13.93,4.7,7824.24,22.97,4.7,79.23,49.08,31.1,United States,America,Advanced Economies,1.0,1.925,7,1.0,71.0
VNM,2001,62.382,37.327,-25.055,1273.81,0.8,16.59742857142857,56.1,393.08,111.96,56.1,24.94,1.27,250.63,Vietnam,Asia,Emerging and Developing Economies,0.0,-0.531,92,59.0,13.0
ZAF,2001,132.196,40.095,-92.101,4786.48,7.51,19.04,15.0,2180.27,49.17,15.0,57.37,6.35,39.21,South Africa,Africa,Emerging and Developing Economies,0.0,0.126,52,66.0,6.0
ARG,2002,87.25999999999999,17.889,-69.371,8861.56,3.26,20.35,11.6,1484.26,41.75,11.6,89.51,10.88,13.9,Argentina,America,Emerging and Developing Economies,0.0,-0.145,69,63.0,9.0
AUS,2002,162.095,103.596,-58.498999999999995,47486.28,18.91,10.54,8.7,5480.23,41.45,8.7,84.22,6.725466666666667,2.54,Australia,Pacific,Advanced Economies,1.0,-0.262,75,60.0,12.0
AUT,2002,54.632999999999996,81.544,26.911,39313.72,9.06,18.29,24.7,3771.72,87.58,24.7,59.66,36.56,97.94,Austria,Europe,Advanced Economies,1.0,1.81,10,13.0,59.0
BEL,2002,112.474,128.581,16.106999999999985,36600.86,11.47,16.79,1.7,5397.65,136.09,1.7,97.24,46.33,340.65,Belgium,Europe,Advanced Economies,1.0,1.447,17,18.0,54.0
BGD,2002,7.8709999999999996,23.493000000000002,15.622000000000003,655.67,0.25,14.32,54.4,147.98,28.97,54.4,24.76,0.14,1067.32,Bangladesh,Asia,Emerging and Developing Economies,0.0,-0.876,112,19.0,53.0
BGR,2002,21.176000000000002,12.105,-9.071000000000002,4260.4,6.07,16.444647887323942,8.7,2410.07,75.27,8.7,69.52,9.08,72.03,Bulgaria,Europe,Emerging and Developing Economies,0.0,0.218,48,52.0,20.0
BLR,2002,46.24,45.215999999999994,-1.024000000000008,2910.4,5.59,25.97,6.5,2560.5,131.0,6.5,70.94,8.95,48.64,Belarus,Europe,Emerging and Developing Economies,0.0,0.692,30,42.0,30.0
BRA,2002,248.25199999999998,104.001,-144.25099999999998,6944.62,1.97,12.36,42.9,1103.4,27.62,42.9,81.88,9.15,21.36,Brazil,America,Emerging and Developing Economies,0.0,0.369,44,69.0,3.0
CAN,2002,385.57,261.36199999999997,-124.20800000000003,38921.67,17.67,15.71,20.1,7943.45,75.71,20.1,79.89,61.59,3.5,Canada,America,Advanced Economies,1.0,0.627,33,68.0,4.0
CHE,2002,35.212,91.77799999999999,56.56599999999999,73824.38,6.12,18.76,18.2,3537.54,91.78,18.2,73.4,61.4,184.33,Switzerland,Europe,Advanced Economies,1.0,2.548,3,10.0,62.0
CHL,2002,28.739,34.167,5.428000000000001,8810.69,3.29,15.78,33.1,1612.43,62.48,33.1,86.61,22.1,21.33,Chile,America,Emerging and Developing Economies,0.0,-0.298,76,27.0,45.0
CHN,2002,906.979,426.46,-480.51900000000006,2610.73,3.24,16.444647887323942,27.0,976.16,42.19,27.0,38.42,4.6,136.38,China,Asia,Emerging and Developing Economies,0.0,0.692,31,70.0,2.0
CIV,2002,9.824,5.271,-4.553,1551.28,0.4,9.8,65.3,374.22,55.9,65.3,43.98,0.5,58.66,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-0.695,104,47.0,25.0
CMR,2002,6.996,4.418,-2.5780000000000003,1189.97,0.36,15.53,85.2,429.5,48.48,85.2,46.74,0.36,33.27,Cameroon,Africa,Emerging and Developing Economies,0.0,-0.999,122,44.0,28.0
COL,2002,29.668,29.149,-0.5189999999999984,4058.28,1.48,14.03,28.6,633.5,32.98,28.6,74.8,4.6,36.34,Colombia,America,Emerging and Developing Economies,0.0,0.145,51,41.0,31.0
CRI,2002,6.209,9.215,3.0060000000000002,7989.56,1.38,17.39,32.5,749.37,80.41,32.5,61.75,19.89,79.82,Costa Rica,America,Emerging and Developing Economies,0.0,0.535,36,34.0,38.0
CYP,2002,4.853,7.424,2.5710000000000006,23604.19,7.31,7.73,3.2,2193.91,123.64,3.2,68.69,28.32,106.22,Cyprus,Europe,Advanced Economies,1.0,0.804,28,36.0,36.0
CZE,2002,57.132,46.493,-10.638999999999996,13179.99,12.49,22.23,7.3,4201.38,90.88,7.3,73.81,23.93,131.96,Czech Republic,Europe,Advanced Economies,1.0,1.437,18,55.0,17.0
DEU,2002,376.38599999999997,566.224,189.83800000000008,35460.41,10.55,19.48,4.4,4108.62,58.33,4.4,75.37,48.82,236.45,Germany,Europe,Advanced Economies,1.0,2.38,4,4.0,68.0
DNK,2002,59.544,52.752,-6.7919999999999945,49624.6,10.1,13.93,11.9,3536.24,84.48,11.9,85.25,64.25,134.4,Denmark,Europe,Advanced Economies,1.0,1.493,16,50.0,22.0
EGY,2002,32.64,36.255,3.615000000000002,2498.48,1.9,18.5,7.3,636.53,40.99,7.3,42.89,2.72,76.59,Egypt,Africa,Emerging and Developing Economies,0.0,-0.519,89,30.0,42.0
ESP,2002,149.436,226.56799999999998,77.13199999999998,25205.32,8.0,15.19,7.4,3096.0,55.1,7.4,76.53,20.39,83.02,Spain,Europe,Advanced Economies,1.0,0.991,24,7.0,65.0
EST,2002,8.205,8.700000000000001,0.495000000000001,11474.66,12.32,15.67,19.3,3375.57,123.28,19.3,69.12,41.52,32.54,Estonia,Europe,Advanced Economies,1.0,0.437,41,39.0,33.0
FIN,2002,50.798,54.311,3.512999999999998,39343.07,12.64,22.87,29.5,6722.83,69.32,29.5,82.5,62.43,17.07,Finland,Europe,Advanced Economies,1.0,1.676,12,31.0,41.0
FRA,2002,224.047,364.016,139.96900000000002,33753.58,6.47,13.46,8.7,4220.32,55.13,8.7,76.38,30.18,114.69,France,Europe,Advanced Economies,1.0,1.62,13,6.0,66.0
GBR,2002,210.013,409.521,199.508,40312.98,9.21,12.12,1.0,3716.62,51.38,1.0,79.05,56.48,245.4,United Kingdom,Europe,Advanced Economies,1.0,2.307,5,3.0,69.0
GRC,2002,35.672,58.366,22.694000000000003,19548.37,9.0,10.28,7.3,2603.61,50.05,7.3,73.3,14.67,84.58,Greece,Europe,Advanced Economies,1.0,0.479,37,17.0,55.0
HKG,2002,52.36,93.644,41.284000000000006,27210.11,6.07,3.53,0.1,1934.26,256.0,0.1,100.0,43.08,6422.95,Hong Kong SAR,Asia,Advanced Economies,1.0,0.849,26,11.0,61.0
HRV,2002,9.574,14.765,5.191000000000001,10061.69,4.96,15.22,24.6,2081.9,81.16,24.6,53.81,17.76,76.95,Croatia,Europe,Advanced Economies,1.0,0.437,40,28.0,44.0
HUN,2002,45.026,52.793,7.766999999999996,9836.94,5.9,18.55,5.2,2520.4,118.27,5.2,65.08,16.67,113.35,Hungary,Europe,Emerging and Developing Economies,0.0,1.131,23,22.0,50.0
IDN,2002,148.999,84.184,-64.815,1926.37,1.46,31.95,44.7,606.32,59.08,44.7,43.57,2.13,118.29,Indonesia,Asia,Emerging and Developing Economies,0.0,0.021,58,62.0,10.0
IND,2002,194.761,139.478,-55.28299999999999,793.62,0.96,15.56,45.8,397.34,29.51,45.8,28.24,1.54,369.17,India,Asia,Emerging and Developing Economies,0.0,0.094,55,59.0,13.0
IRL,2002,42.665,41.148,-1.516999999999996,46022.14,11.44,26.75,2.2,3663.17,163.72,2.2,59.65,25.85,57.08,Ireland,Europe,Advanced Economies,1.0,2.633,2,43.0,29.0
ISR,2002,24.288,50.169,25.880999999999997,28195.87,9.52,14.6,6.5,2862.54,65.47,6.5,91.33,17.76,303.6,Israel,Asia,Advanced Economies,1.0,1.921,7,15.0,57.0
ITA,2002,195.625,370.464,174.839,33267.45,8.08,16.83,5.6,3035.92,47.87,5.6,67.38,28.04,193.05,Italy,Europe,Advanced Economies,1.0,1.517,14,5.0,67.0
JOR,2002,6.666,9.454,2.7880000000000003,3644.62,3.06,13.99,2.1,900.96,114.04,2.1,78.3,6.03,63.65,Jordan,Asia,Emerging and Developing Economies,0.0,0.808,27,35.0,37.0
JPN,2002,228.558,642.487,413.929,31416.12,9.96,20.71,3.7,3992.92,20.45,3.7,81.65,46.59,349.64,Japan,Asia,Advanced Economies,1.0,2.767,1,2.0,70.0
KAZ,2002,98.00399999999999,36.333999999999996,-61.669999999999995,5267.7,9.29,14.5,2.8,2538.14,94.03,2.8,56.24,1.67,5.8,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.11,66,61.0,11.0
KHM,2002,7.307,4.593,-2.7140000000000004,662.19,0.17,18.92,81.0,272.1,118.27,81.0,18.82,0.23,72.83,Cambodia,Asia,Emerging and Developing Economies,0.0,-0.877,113,45.0,27.0
KOR,2002,208.163,284.639,76.476,18940.38,10.31,24.49,0.7,4093.48,58.35,0.7,80.3,59.4,492.25,Korea,Asia,Advanced Economies,1.0,1.359,20,8.0,64.0
LAO,2002,1.644,1.4729999999999999,-0.17100000000000004,994.49,0.21,10.15,80.2,308.96,67.25,80.2,24.04,0.27,24.31,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.98,120,40.0,32.0
LTU,2002,8.837,14.469999999999999,5.632999999999999,7374.1,3.62,16.44,17.9,2578.77,100.33,17.9,66.83,17.69,54.93,Lithuania,Europe,Advanced Economies,1.0,0.02,59,26.0,46.0
LVA,2002,4.353,8.826,4.473000000000001,7443.23,3.32,13.99,34.4,1763.47,85.98,34.4,67.85,21.94,37.12,Latvia,Europe,Advanced Economies,1.0,0.308,46,29.0,43.0
MAR,2002,14.451,20.858,6.407,2127.51,1.31,16.5,15.1,406.63,54.31,15.1,53.99,2.37,65.42,Morocco,Africa,Emerging and Developing Economies,0.0,-0.625,96,23.0,49.0
MEX,2002,120.36099999999999,189.243,68.882,9242.28,3.95,19.23,10.7,1556.55,45.21,10.7,75.36,11.9,52.24,Mexico,America,Emerging and Developing Economies,0.0,1.23,21,9.0,63.0
MMR,2002,14.517,3.908,-10.609,364.86,0.19,16.444647887323942,83.0,280.52,84.1804109589041,83.0,27.39,0.0,70.74,Myanmar,Asia,Emerging and Developing Economies,0.0,-1.27,136,54.0,18.0
MYS,2002,171.562,85.311,-86.251,6516.91,6.08,29.25,3.5,2154.46,199.36,3.5,63.86,32.34,73.36,Malaysia,Asia,Emerging and Developing Economies,0.0,1.17,22,65.0,7.0
NGA,2002,93.111,22.334,-70.777,1644.4,0.73,11.81,84.5,283.67,84.1804109589041,84.5,36.51,0.32,146.55,Nigeria,Africa,Emerging and Developing Economies,0.0,-1.201,135,64.0,8.0
NLD,2002,144.609,170.515,25.905999999999977,41135.42,11.26,11.91,1.9,4804.58,112.75,1.9,79.11,61.29,478.35,The Netherlands,Europe,Advanced Economies,1.0,1.387,19,14.0,58.0
NOR,2002,54.480000000000004,60.669,6.188999999999993,69472.98,9.16,9.01,59.5,5502.09,67.52,59.5,76.73,72.84,12.43,Norway,Europe,Advanced Economies,1.0,0.466,38,24.0,48.0
NZL,2002,38.827,21.141,-17.686,32641.82,8.84,15.55,26.6,4326.22,62.66,26.6,86.16,59.08,15.0,New Zealand,Pacific,Advanced Economies,1.0,0.094,54,56.0,16.0
PAK,2002,23.719,18.762,-4.957000000000001,1059.04,0.69,9.37,51.4,404.29,23.13,51.4,33.38,2.58,211.74,Pakistan,Asia,Emerging and Developing Economies,0.0,-0.758,109,48.0,24.0
PER,2002,7.28,15.381,8.100999999999999,3398.75,1.03,15.5,40.2,478.09,35.25,40.2,73.85,8.97,21.32,Peru,America,Emerging and Developing Economies,0.0,-0.607,94,21.0,51.0
PHL,2002,34.952,41.101,6.149000000000001,1837.25,0.88,25.14,31.8,451.28,83.84,31.8,45.96,4.33,278.6,Philippines,Asia,Emerging and Developing Economies,0.0,0.452,39,25.0,47.0
POL,2002,102.359,83.274,-19.084999999999994,7640.99,7.91,14.14,7.5,2312.59,60.8,7.5,61.79,21.15,124.82,Poland,Europe,Emerging and Developing Economies,0.0,0.695,29,57.0,15.0
PRT,2002,27.305,50.475,23.17,19095.11,6.52,14.19,18.3,2477.6,62.31,18.3,55.67,19.37,113.88,Portugal,Europe,Advanced Economies,1.0,0.539,35,16.0,56.0
ROU,2002,28.483999999999998,18.947,-9.536999999999999,5248.55,4.76,21.81,14.4,1755.33,53.71,14.4,52.78,6.58,94.53,Romania,Europe,Emerging and Developing Economies,0.0,0.428,42,53.0,19.0
RUS,2002,775.385,148.323,-627.062,5910.17,11.53,15.19,3.5,4289.44,59.65,3.5,73.34,4.13,8.87,Russia,Asia,Emerging and Developing Economies,0.0,0.282,47,71.0,1.0
SAU,2002,51.551,54.678,3.1269999999999953,20025.43,16.4,9.88,0.0,6827.0,64.59,0.0,80.3,6.38,8.33,Saudi Arabia,Asia,Emerging and Developing Economies,0.0,0.111,53,32.0,40.0
SEN,2002,2.214,3.358,1.1440000000000001,1042.26,0.45,21.59,43.8,249.89,53.14,43.8,40.61,1.01,54.36,Senegal,Africa,Emerging and Developing Economies,0.0,-0.429,81,38.0,34.0
SGP,2002,92.029,88.57300000000001,-3.455999999999989,34598.83,10.83,24.74,0.6,5066.2,349.75,0.6,100.0,47.0,6186.59,Singapore,Asia,Advanced Economies,1.0,1.907,9,46.0,26.0
SVK,2002,30.218,24.085,-6.132999999999999,9690.68,7.79,19.04,5.5,3484.03,120.6,5.5,56.01,40.14,111.79,Slovak Republic,Europe,Advanced Economies,1.0,0.921,25,49.0,23.0
SVN,2002,11.193,14.307,3.1140000000000008,17099.66,8.63,21.61,16.3,3484.57,104.88,16.3,50.86,27.84,99.03,Slovenia,Europe,Advanced Economies,1.0,1.509,15,33.0,39.0
SWE,2002,53.038,81.293,28.25500000000001,42831.02,6.65,18.61,35.9,5826.34,77.08,35.9,84.13,70.57,21.91,Sweden,Europe,Advanced Economies,1.0,2.071,6,12.0,60.0
THA,2002,123.469,114.851,-8.617999999999995,3783.75,3.03,28.52,19.9,1286.14,114.97,19.9,33.73,7.53,125.79,Thailand,Asia,Emerging and Developing Economies,0.0,0.641,32,51.0,21.0
TUN,2002,11.475,14.0,2.5250000000000004,2950.21,2.18,16.55,14.6,783.7,85.34,14.6,64.2,5.25,64.18,Tunisia,Africa,Emerging and Developing Economies,0.0,-0.124,67,37.0,35.0
TUR,2002,79.655,92.725,13.069999999999993,6192.19,3.24,16.93,17.5,1107.28,47.98,17.5,65.97,11.38,87.12,Türkiye,Europe,Emerging and Developing Economies,0.0,0.015,60,20.0,52.0
UKR,2002,164.076,46.209,-117.86699999999999,1644.28,7.39,16.93,1.0,2786.0,95.99,1.0,67.28,1.87,84.02,Ukraine,Europe,Emerging and Developing Economies,0.0,0.41,43,67.0,5.0
USA,2002,707.038,1695.0,987.962,48967.37,19.91,13.44,4.8,7840.46,22.29,4.8,79.41,58.79,31.39,United States,America,Advanced Economies,1.0,1.919,8,1.0,71.0
VNM,2002,69.917,44.967,-24.950000000000003,1340.52,0.93,16.444647887323942,52.2,424.57,116.7,52.2,25.51,1.86,253.65,Vietnam,Asia,Emerging and Developing Economies,0.0,-0.472,85,58.0,14.0
ZAF,2002,145.575,42.838,-102.737,4916.81,7.72,19.07,13.3,2072.06,53.47,13.3,57.9,6.71,39.58,South Africa,Africa,Emerging and Developing Economies,0.0,0.163,50,66.0,6.0
ARG,2003,81.623,23.903,-57.720000000000006,9545.53,3.52,22.49,10.8,1590.62,40.64,10.8,89.69,11.91,14.04,Argentina,America,Emerging and Developing Economies,0.0,-0.26,73,60.0,12.0
